Fecha,Aceites lubricantes,Asfalto,Bunker,Ceras,Combustible turbo jet,Diesel bajo azufre,Diesel ultra bajo azufre,Gas licuado petroleo,Gasolina aviacion,Gasolina regular,Gasolina superior,Grasas lubricantes,Kerosina,Mezclas oleosas,Naftas,PetCoke,Petróleo crudo,Solventes,Butano,Diesel alto azufre,Orimulsion,Total,Anio
2008-09-01,0.0,12370.7,312823.32,0.0,44179.04,0.0,0.0,225262.458571429,1432.72,218214.64,367962.73,0.0,5890.8,0.0,0.0,103737.26,27685.65,0.0,0.0,557802.62,0.0,1877361.93857143,2008
2008-10-01,0.0,16819.09,327371.38,0.0,43407.77,0.0,0.0,263100.502380952,1192.71,238955.44,386430.4,0.0,4615.3,0.0,0.0,76022.98,19914.86,0.0,0.0,617863.13,0.0,1995693.56238095,2008
2008-11-01,0.0,29048.29,340754.09,0.0,43778.49,0.0,0.0,230092.621428571,737.48,238626.16,375438.69,0.0,5666.5,0.0,0.0,69055.69,40840.89,0.0,0.0,688104.11,0.0,2062143.01142857,2008
2008-12-01,0.0,28541.85,327040.5112,0.0,47251.99,0.0,0.0,245852.645238095,1661.95,298245.47,463343.73,0.0,12981.9,0.0,0.0,10382.57,41920.97,0.0,0.0,778953.84,0.0,2256177.4264381,2008
2009-01-01,0.0,31963.02,454789.922380952,0.0,44522.53,0.0,0.0,217372.416666667,1198.7,273494.16,424264.5,0.0,9922.8,0.0,0.0,94486.37,43188.98,0.0,0.0,800526.47,0.0,2395729.86904762,2009
2009-02-01,0.0,38311.5,387416.95,0.0,38201.07,0.0,0.0,212038.241927991,1009.24,254667.7,424438.71,0.0,6520.7,0.0,0.0,95799.165,52862.62,0.0,0.0,795050.51,0.0,2306316.40692799,2009
2009-03-01,0.0,59263.86,401630.02,0.0,42318.13,0.0,0.0,235475.316666667,1385.24,290343.28,434248.69,0.0,8252.9,0.0,0.0,98162.735,70567.18,0.0,0.0,865981.57,0.0,2507628.92166667,2009
2009-04-01,0.0,48545.41,643776.55,0.0,42656.39,0.0,0.0,209739.173809524,1018.24,290887.08,454265.4,0.0,9120.7,0.0,0.0,97879.98,53545.56,0.0,0.0,822109.74,0.0,2673544.22380952,2009
2009-05-01,0.0,48882.92,682916.87,0.0,35798.11,0.0,0.0,221884.466190476,1357.9,276970.67,432401.49,0.0,7861.7,0.0,0.0,101914.67,60585.75,0.0,0.0,770687.28,0.0,2641261.82619048,2009
2009-06-01,0.0,27918.98,586246.02,0.0,44548.27,0.0,0.0,221329.626190476,822.8,252551.99,393140.38,0.0,4161.6,0.0,0.0,91670.865,37437.64,0.0,0.0,703815.55,0.0,2363643.72119048,2009
2009-07-01,0.0,37350.91,450992.66,0.0,46313.51,0.0,0.0,241510.204761905,1649.1,283142.05,435256.09,0.0,11172.6,0.0,0.0,110163.57,55471.15,0.0,0.0,740868.09,0.0,2413889.9347619,2009
2009-08-01,0.0,32129.06,535359.83,0.0,39851.2,0.0,0.0,232174.10952381,1458.48,267830.84,409182.96,0.0,10701.3,0.0,0.0,74197.31,37735.48,0.0,0.0,692376.7,0.0,2332997.26952381,2009
2009-09-01,0.0,31422.61,545203.3,0.0,34686.54,0.0,0.0,225886.426190476,1285.3,248994.42,420238.71,0.0,7926.6,0.0,0.0,72632.725,29161.17,0.0,0.0,687435.1,0.0,2304872.90119048,2009
2009-10-01,0.0,25594.66,643683.55,0.0,37554.44,0.0,0.0,235899.133333333,1003.0,269008.52,421753.29,0.0,10994.0,0.0,0.0,94084.43,54414.0,0.0,0.0,775739.56,0.0,2569728.58333333,2009
2009-11-01,0.0,44273.35,525804.8,0.0,37672.79,0.0,0.0,232172.833333333,1412.9,212149.905,391754.81,0.0,15251.9,0.0,0.0,77337.315,42512.45,0.0,0.0,738678.65,0.0,2319021.70333333,2009
2009-12-01,0.0,31718.72,457616.74,0.0,44690.11,0.0,0.0,215923.378571429,1461.0,296805.29,449842.29,0.0,10317.6,0.0,0.0,80620.815,50398.46,0.0,0.0,891670.41,0.0,2531064.81357143,2009
2010-01-01,0.0,31511.41,391820.19,0.0,41227.21,0.0,0.0,228078.623809524,850.0,243341.49,389068.41,0.0,10204.3,0.0,0.0,83732.935,32292.3,0.0,0.0,777741.34,0.0,2229868.20880952,2010
2010-02-01,0.0,30767.71,451749.94,0.0,35844.67,0.0,0.0,214409.685714286,1397.0,248207.93,391195.69,0.0,9408.7,0.0,0.0,91255.01,30991.63,0.0,0.0,807692.1,0.0,2312920.06571429,2010
2010-03-01,0.0,27017.08,384792.99,0.0,44598.5,0.0,0.0,242081.585714286,1329.0,320985.41,465664.59,0.0,33330.7,0.0,0.0,79706.605,55580.16,0.0,0.0,1017058.18,0.0,2672144.80071429,2010
2010-04-01,0.0,24699.45,331373.92,0.0,45127.02,0.0,0.0,216150.666666667,1098.0,254872.61,387063.18,0.0,3894.5,0.0,0.0,77061.27,24069.94,0.0,0.0,762770.01,0.0,2128180.56666667,2010
2010-05-01,0.0,20105.26,365270.01,0.0,37381.07,0.0,0.0,215523.538095238,957.0,238903.31,381811.18,0.0,4776.0,0.0,0.0,87377.4,55436.64,0.0,0.0,721668.18,0.0,2129209.58809524,2010
2010-06-01,0.0,13669.01,344237.89,0.0,38418.83,0.0,0.0,226415.073809524,940.0,251896.39,385981.1,0.0,9185.7,0.0,0.0,86113.28,55113.23,0.0,0.0,683236.54,0.0,2095207.04380952,2010
2010-07-01,0.0,10977.1,291849.33,0.0,47085.53,0.0,0.0,243063.35,1094.0,278700.49,422481.8,0.0,8863.1,0.0,0.0,45959.65,38570.85,0.0,0.0,721584.6,0.0,2110229.8,2010
2010-08-01,0.0,10044.77,212469.47,0.0,45197.12,0.0,0.0,245908.416666667,1279.0,268917.79,410176.39,0.0,6961.3,0.0,0.0,95323.085,12877.01,0.0,0.0,695796.33,0.0,2004950.68166667,2010
2010-09-01,0.0,19136.32,211385.25,0.0,36057.49,0.0,0.0,233404.895238095,1694.0,266975.25,396429.75,0.0,9110.6,0.0,0.0,89908.225,57336.39,0.0,0.0,687553.88,0.0,2008992.0502381,2010
2010-10-01,0.0,23496.93,216834.49,0.0,38697.1,0.0,0.0,236852.345238095,777.0,275031.21,418305.07,0.0,5718.6,0.0,0.0,63264.575,46381.13,0.0,0.0,745415.51,0.0,2070773.9602381,2010
2010-11-01,0.0,24354.93,251863.66,0.0,33407.71,0.0,0.0,255841.845238095,1538.0,273452.94,409652.73,0.0,10443.0,0.0,0.0,71750.745,23969.94,0.0,0.0,785917.4,0.0,2142192.9002381,2010
2010-12-01,0.0,21599.07,156863.43,0.0,41025.05,0.0,0.0,251825.204761905,1124.0,320807.17,466766.78,0.0,10620.7,0.0,0.0,94478.945,53169.71,0.0,0.0,843762.0,0.0,2262042.0597619,2010
2011-01-01,0.0,17369.7971428571,264151.176,0.0,30823.29,0.0,0.0,244328.914285714,1295.0,285089.04,411737.33,0.0,12512.0,0.0,0.0,106612.99,49396.74,0.0,0.0,850696.79,0.0,2274013.06742857,2011
2011-02-01,0.0,20587.76,259856.17,0.0,26917.52,0.0,0.0,228478.995238095,940.0,269301.38,391131.1,0.0,11411.5,0.0,0.0,100367.74,39015.88,0.0,0.0,819940.5,0.0,2167948.5452381,2011
2011-03-01,0.0,25683.0647619048,395111.72,0.0,34478.8,0.0,0.0,255792.916666667,1475.0,281453.75,393160.91,0.0,11433.8,0.0,0.0,118505.585,52874.84,0.0,0.0,900485.91,0.0,2470456.29642857,2011
2011-04-01,0.0,29703.3438095238,539928.57,0.0,34179.8,0.0,0.0,237582.676190476,1107.0,285598.37,386749.27,0.0,12796.6,0.0,0.0,106152.2,34616.09,0.0,0.0,797527.23,0.0,2465941.15,2011
2011-05-01,0.0,32700.99,501342.97,0.0,33669.09,0.0,0.0,247975.276190476,1100.0,253277.88,371876.75,0.0,10823.6,0.0,0.0,97113.61,76408.92,0.0,0.0,803849.53,0.0,2430138.61619048,2011
2011-06-01,0.0,24786.050952381,638939.11,0.0,37037.4,0.0,0.0,247082.276190476,1100.0,290137.49,380800.43,0.0,9444.8,0.0,0.0,101035.11,46048.92,0.0,0.0,729676.79,0.0,2506088.37714286,2011
2011-07-01,0.0,22142.3195238095,251734.87,0.0,44313.17,0.0,0.0,259033.888095238,1295.0,279283.36,389294.64,0.0,14646.3,0.0,0.0,71758.995,44432.82,0.0,0.0,718255.06,0.0,2096190.42261905,2011
2011-08-01,0.0,17414.86,333071.69,0.0,42315.36,0.0,0.0,259688.742857143,1467.0,256380.27,408494.51,0.0,10424.1,0.0,0.0,74518.895,39157.53,0.0,0.0,699736.08,0.0,2142669.03785714,2011
2011-09-01,0.0,14666.9669047619,238864.67,0.0,36043.04,0.0,0.0,251882.535714286,1100.0,256728.25,380453.23,0.0,9715.8,0.0,0.0,63847.96,39066.8,0.0,0.0,660384.93,0.0,1952754.18261905,2011
2011-10-01,0.0,13711.350952381,239305.91,0.0,37096.07,0.0,0.0,262255.138095238,745.0,242071.01,381309.5,0.0,10170.3,0.0,0.0,48561.315,39973.11,0.0,0.0,672214.93,0.0,1947413.63404762,2011
2011-11-01,0.0,31593.7219047619,229497.48,0.0,38064.86,0.0,0.0,252218.214285714,1283.0,231413.83,381871.84,0.0,10071.9,0.0,0.0,99849.53,44374.42,0.0,0.0,794507.24,0.0,2114746.03619048,2011
2011-12-01,0.0,25774.4173809524,215079.84,0.0,41929.61,0.0,0.0,263892.433333333,1295.0,291678.03,449904.1,0.0,13089.6,0.0,0.0,88815.54,57943.79,0.0,0.0,862318.8,0.0,2311721.16071429,2011
2012-01-01,0.0,28849.11,199651.92,0.0,39631.6,0.0,0.0,242524.898571429,1100.0,261933.68,393781.94,0.0,11596.5,0.0,0.0,77569.36,44982.71,0.0,0.0,814956.72,0.0,2116578.43857143,2012
2012-02-01,0.0,22730.3780952381,295550.29,0.0,34550.67,0.0,0.0,243810.952380952,1295.0,253733.22,402633.55,0.0,9916.7,0.0,0.0,83515.025,49337.47,0.0,0.0,848067.25,0.0,2245140.50547619,2012
2012-03-01,0.0,30672.0797619048,351951.02,0.0,49247.79,0.0,0.0,270906.083809524,1467.0,290286.65,429534.5,0.0,162.77,0.0,0.0,103215.64,44877.18,0.0,0.0,925065.27,0.0,2497385.98357143,2012
2012-04-01,0.0,27048.1233333333,311653.42,0.0,34435.19,0.0,0.0,249493.658571429,1100.0,262615.28,389264.02,0.0,5720.83,0.0,0.0,94102.14,42650.82,0.0,0.0,792201.73,0.0,2210285.21190476,2012
2012-05-01,0.0,22351.3009523809,492974.59,0.0,18507.79,0.0,0.0,261657.406666667,1300.0,235374.04,405877.41,0.0,39069.95,0.0,0.0,77341.935,52170.98,0.0,0.0,771542.47,0.0,2378167.87261905,2012
2012-06-01,0.0,15219.5580952381,325999.25,0.0,10812.2,0.0,0.0,255333.426190476,917.0,261012.58,409111.24,0.0,44022.37,0.0,0.0,97728.95,31694.11,0.0,0.0,712464.94,0.0,2164315.62428571,2012
2012-07-01,0.0,21946.1269047619,308473.07,0.0,24927.2,0.0,0.0,271101.936190476,1307.0,233061.35,420370.6,0.0,35388.97,0.0,0.0,75956.815,51140.36,0.0,0.0,699130.04,0.0,2142803.46809524,2012
2012-08-01,0.0,22014.8080952381,343321.82,0.0,22370.8,0.0,0.0,280184.268571429,1283.0,259165.94,433828.02,0.0,31964.768,0.0,0.0,96820.68,46292.7,0.0,0.0,716720.36,0.0,2253967.16466667,2012
2012-09-01,0.0,19861.060952381,285599.63,0.0,17089.8,0.0,0.0,268875.095238095,1124.0,228205.77,378478.8,0.0,30052.01,0.0,0.0,61612.65,40445.17,0.0,0.0,632120.37,0.0,1963464.35619048,2012
2012-10-01,0.0,15420.12,359066.7,0.0,19378.9,0.0,0.0,297829.174047619,1307.0,261347.22,414523.22,0.0,28278.43,0.0,0.0,110937.97,36948.68,0.0,0.0,728414.88,0.0,2273452.29404762,2012
2012-11-01,0.0,20434.7742857143,394482.14,0.0,18005.6,0.0,0.0,303422.012380952,1100.0,272657.82,394751.47,0.0,31373.64,0.0,0.0,27937.8,40052.76,0.0,0.0,812523.44,0.0,2316741.45666667,2012
2012-12-01,0.0,20346.53,317771.58,0.0,19827.4,0.0,0.0,281757.561904762,1195.2,310407.04,442191.43,0.0,32533.44,0.0,0.0,22090.77,56283.49,0.0,0.0,848262.93,0.0,2352667.37190476,2012
2013-01-01,0.0,12205.94,197658.18,0.0,38605.36,0.0,0.0,291843.997619048,1489.48,287985.59,408557.45,0.0,13242.55,0.0,0.0,97515.33,39542.92,0.0,0.0,863769.41,0.0,2252416.20761905,2013
2013-02-01,0.0,14270.12,222606.1,0.0,28448.02,0.0,0.0,253221.892857143,1226.62,259659.66,361215.69,0.0,16355.46,0.0,0.0,81654.54,22225.02,0.0,0.0,808853.97,0.0,2069737.09285714,2013
2013-03-01,0.0,23907.33,289422.67,0.0,32505.06,0.0,0.0,286869.621428571,924.0,313075.45,413744.86,0.0,16675.0,0.0,0.0,131379.05,50215.89,0.0,0.0,898352.2,0.0,2457071.13142857,2013
2013-04-01,0.0,23075.02,328809.8,0.0,32725.43,0.0,0.0,287216.303333333,1100.0,330070.65,409238.3,0.0,15424.52,0.0,0.0,73378.085,41087.97,0.0,0.0,966103.92,0.0,2508229.99833333,2013
2013-05-01,0.0,20716.42,434716.65,0.0,32306.94,0.0,0.0,301770.52547619,1173.74,313131.36,403354.79,0.0,13608.37,0.0,0.0,99652.685,34639.1,0.0,0.0,827601.25,0.0,2482671.83047619,2013
2013-06-01,0.0,19145.31,384549.94,0.0,25064.37,0.0,0.0,275921.369047619,1383.35,287596.64,402012.07,0.0,17894.0,0.0,0.0,113554.65,41706.22,0.0,0.0,775187.12286,0.0,2344015.04190762,2013
2013-07-01,0.0,19516.84,286369.33,0.0,35532.69,0.0,0.0,292790.104761905,1001.07,314185.61,425154.22,0.0,21247.0,0.0,0.0,111798.06,40114.18,0.0,0.0,732544.52,0.0,2280253.6247619,2013
2013-08-01,0.0,16534.02,284525.32,0.0,34875.26,0.0,0.0,282844.319047619,1467.0,288400.67,416968.15,0.0,16948.0,0.0,0.0,100883.255,43009.3,0.0,0.0,773147.9,0.0,2259603.19404762,2013
2013-09-01,0.0,10189.82,191796.17,0.0,33980.81,0.0,0.0,278403.420238095,1283.0,249357.42,379479.78,0.0,8640.0,0.0,0.0,75989.1,38110.23,0.0,0.0,672125.16,0.0,1939354.9102381,2013
2013-10-01,0.0,10352.81,200089.72,0.0,33725.62,0.0,0.0,285195.011904762,1298.98,314518.72,430179.69,0.0,15461.0,0.0,0.0,62188.17,37081.2,0.0,0.0,800049.12,0.0,2190140.04190476,2013
2013-11-01,0.0,10990.54,182327.92,0.0,37678.38,0.0,0.0,253022.22547619,587.21,306638.45,404692.46,0.0,16521.0,0.0,0.0,96463.73,37046.1,0.0,0.0,821457.45,0.0,2167425.46547619,2013
2013-12-01,0.0,14139.03,137481.49,0.0,31020.65,0.0,0.0,282335.469523809,1284.0,339969.85,448135.35,0.0,20137.0,0.0,0.0,82518.645,48041.71,0.0,0.0,860351.9,0.0,2265415.09452381,2013
2014-01-01,0.0,47657.13,150401.55,0.0,35071.79,0.0,0.0,288260.804285714,1504.0,312139.77,412617.93,0.0,16452.26,0.0,0.0,110646.305,37212.01,0.0,0.0,917251.54,0.0,2329215.08928571,2014
2014-02-01,0.0,22039.43,191584.66,0.0,23696.1,0.0,0.0,304312.128571429,1283.0,312142.65,385430.58,0.0,14441.12,0.0,0.0,105986.1,46110.11,0.0,0.0,890362.31,0.0,2297388.18857143,2014
2014-03-01,0.0,12159.87,254936.96,0.0,39327.74,0.0,0.0,284201.430952381,1132.4,335869.63,434863.96,0.0,16527.3,0.0,0.0,107499.645,36453.76,0.0,0.0,1004937.39,0.0,2527910.08595238,2014
2014-04-01,0.0,22675.6,293648.05,0.0,38975.79,0.0,0.0,250902.831190476,329.0,349155.3,437470.07,0.0,15600.0,0.0,0.0,94527.235,41751.04,0.0,0.0,972039.42,0.0,2517074.33619048,2014
2014-05-01,0.0,22036.88,295075.17,0.0,29820.27,0.0,0.0,305911.84047619,1162.98,332737.37,427487.2,0.0,18620.1,0.0,0.0,105266.205,43299.8,0.0,0.0,877263.31,0.0,2458681.12547619,2014
2014-06-01,0.0,20863.92,211036.28,0.0,36833.13,0.0,0.0,285640.435714286,733.0,303016.82,387299.1,0.0,21987.5,0.0,0.0,109708.83,41730.57,0.0,0.0,733508.7,0.0,2152358.28571429,2014
2014-07-01,0.0,20046.62,312203.06,0.0,41291.71,0.0,0.0,289827.598571429,1502.4,344659.64,439137.13,0.0,22146.22,0.0,0.0,101908.84,46099.12,0.0,0.0,826918.81,0.0,2445741.14857143,2014
2014-08-01,0.0,24450.24,406297.45,0.0,10476.4,0.0,0.0,272617.597142857,1466.7,326356.06,442953.1,0.0,43792.26,0.0,0.0,101477.53,53158.86,0.0,0.0,793694.01,0.0,2476740.20714286,2014
2014-09-01,0.0,16173.57,229889.08,0.0,8012.4,0.0,0.0,271079.594761905,550.0,371327.13,411466.28,0.0,37824.53,0.0,0.0,81213.015,36119.87,0.0,0.0,728498.84,0.0,2192154.3097619,2014
2014-10-01,0.0,10066.11,291536.98,0.0,9170.9,0.0,0.0,337006.14452381,183.3,343812.67,459922.48,0.0,44198.4,0.0,0.0,101071.19,53692.16,0.0,0.0,836278.12,0.0,2486938.45452381,2014
2014-11-01,0.0,17687.89,190635.7,0.0,7357.7,0.0,0.0,303666.704285714,190.5,343918.56,436467.9,0.0,42604.5,0.0,0.0,116686.02,49256.09,0.0,0.0,885713.74,0.0,2394185.30428571,2014
2014-12-01,0.0,16337.76,211555.82,0.0,39959.47,0.0,0.0,311419.96047619,1142.9,464223.15,538899.26,0.0,19815.75,0.0,0.0,119369.8,60321.9,0.0,0.0,1021378.09,0.0,2804423.86047619,2014
2015-01-01,0.0,14013.06,243511.92,0.0,41308.34,0.0,0.0,317220.912857143,1353.8,419102.72,503135.7,0.0,12126.41,0.0,0.0,76805.245,40255.58,0.0,0.0,1014706.21,0.0,2683539.89785714,2015
2015-02-01,0.0,10763.45,189006.84,0.0,32165.25,0.0,0.0,315364.363333333,958.4,398167.69,454190.88,0.0,28906.68,0.0,0.0,88685.685,41687.16,0.0,0.0,980149.84,0.0,2540046.23833333,2015
2015-03-01,0.0,26761.09,253562.02,0.0,38204.73,0.0,0.0,338142.317142857,1478.49,457246.14,521879.26,0.0,16930.56,0.0,0.0,107757.21,54482.32,0.0,0.0,1142551.06,0.0,2958995.19714286,2015
2015-04-01,0.0,17237.77,318449.8,0.0,39177.71,0.0,0.0,320920.883809524,1119.05,413451.11,486779.41,0.0,9165.78999999999,0.0,0.0,112963.4,34156.09,0.0,0.0,1011167.74,0.0,2764588.75380952,2015
2015-05-01,0.0,14038.74,367017.51,0.0,34301.53,0.0,0.0,328177.803809524,952.43,415570.95,483594.83,0.0,19259.07,0.0,0.0,92041.345,40588.91,0.0,0.0,944316.66,0.0,2739859.77880952,2015
2015-06-01,0.0,13095.63,315322.36,0.0,39977.57,0.0,0.0,331140.045714286,772.03,414466.18,480892.11,0.0,16406.36,0.0,0.0,112288.55,35207.32,0.0,0.0,880016.47,0.0,2639584.62571429,2015
2015-07-01,0.0,16218.35,350976.98,0.0,42322.79,0.0,0.0,363251.96,1658.2,440729.53,515322.66,0.0,19274.98,0.0,0.0,106971.26,31447.0,0.0,0.0,902586.36,0.0,2790760.07,2015
2015-08-01,0.0,14732.03,519237.36,0.0,40414.69,0.0,0.0,333215.607142857,1121.88,439588.9,513413.0,0.0,14996.02,0.0,0.0,108392.46,43883.15,0.0,0.0,887796.85,0.0,2916791.94714286,2015
2015-09-01,0.0,9560.41,342909.33,0.0,32730.8,0.0,0.0,364351.758095238,1122.19,422826.585476191,501658.043333333,0.0,14495.48,0.0,0.0,96179.215,34526.1,0.0,0.0,734654.215,0.0,2555014.12690476,2015
2015-10-01,0.0,7632.56,304037.54714,0.0,37102.3,0.0,0.0,364469.545714286,928.57,448971.88,532741.14,0.0,16644.12,0.0,0.0,79944.15,38501.06,0.0,0.0,834285.95,0.0,2665258.82285429,2015
2015-11-01,0.0,10137.17,209107.14,0.0,41450.5,0.0,0.0,353643.078571429,952.4,423841.82,516486.95,0.0,15712.24,0.0,0.0,77375.21,32446.1,0.0,0.0,925431.0,0.0,2606583.60857143,2015
2015-12-01,0.0,9475.85,184791.46,0.0,43851.69,0.0,0.0,355233.649047619,1113.18,499839.17,600161.72,0.0,18892.21,0.0,0.0,91440.745,36934.5,0.0,0.0,1047478.84,0.0,2889213.01404762,2015
2016-01-01,0.0,5542.28,262150.77,0.0,38680.6,0.0,0.0,346512.219047619,952.98,433180.34,545737.53,0.0,16499.03,0.0,0.0,100703.075,33641.0,0.0,0.0,1084043.63,0.0,2867643.45404762,2016
2016-02-01,0.0,5939.92,242970.07,0.0,40215.13,0.0,0.0,368867.548095238,1143.69,450916.35,540459.19,0.0,13267.85,0.0,0.0,88817.52,28012.3,0.0,0.0,1055672.64,0.0,2836282.20809524,2016
2016-03-01,0.0,5301.47,312624.84,0.0,43123.03,0.0,0.0,372223.424047619,1181.455,486255.94,575720.92,0.0,19388.31,0.0,0.0,69957.47,31366.0,0.0,0.0,1107296.65,0.0,3024439.50904762,2016
2016-04-01,0.0,13098.8816666667,305191.05,0.0,37842.69,0.0,0.0,357084.223333333,954.36,467472.2,545605.47,0.0,16511.55,0.0,0.0,80123.725,13357.0,0.0,0.0,1149175.19214286,0.0,2986416.34214286,2016
2016-05-01,0.0,8723.98,415456.18,0.0,37138.19,0.0,0.0,377629.016904762,1142.9,468710.38,551000.79,0.0,19928.338,0.0,0.0,87793.2,40423.0,0.0,0.0,1019984.4,0.0,3027930.37490476,2016
2016-06-01,0.0,3707.28,292566.83,0.0,39135.65,0.0,0.0,355848.993333333,952.4,450758.18,537583.25,0.0,19761.88,0.0,0.0,74829.645,28875.0,0.0,0.0,888538.1,0.0,2692557.20833333,2016
2016-07-01,0.0,2287.93,213537.63,0.0,42271.27,0.0,0.0,350429.766666667,948.56,465270.48,562778.84,0.0,18463.79,0.0,0.0,104878.345,30961.5,0.0,0.0,883716.04,0.0,2675544.15166667,2016
2016-08-01,0.0,5385.99,126708.78,0.0,44360.08,0.0,0.0,363859.513095238,1344.69,485995.83,585748.5,0.0,19426.8,0.0,0.0,105941.22,35543.6,0.0,0.0,866270.02,0.0,2640585.02309524,2016
2016-09-01,0.0,7526.62,156889.89,0.0,33788.7,0.0,0.0,356426.233571429,947.6,456946.75,548491.65,0.0,18463.5,0.0,0.0,90718.045,37205.15,0.0,0.0,877800.56,0.0,2585204.69857143,2016
2016-10-01,0.0,9087.66,208164.88,0.0,37341.63,0.0,0.0,373503.775714286,1358.21,476277.64,573754.73,0.0,18939.67,0.0,0.0,68187.295,48088.25,0.0,0.0,916410.7,0.0,2731114.44071429,2016
2016-11-01,0.0,9638.42,224643.28,0.0,38112.71,0.0,0.0,372904.634285714,750.9,463726.21,547323.53,0.0,18143.4,0.0,0.0,76857.99,37957.0,0.0,0.0,1019671.97,0.0,2809730.04428571,2016
2016-12-01,0.0,10826.71,227241.47,0.0,45344.23,0.0,0.0,372690.455714286,974.3,524242.31,615251.51,0.0,23909.55,0.0,0.0,188037.451,45686.0,0.0,0.0,1113827.1,0.0,3168031.08671429,2016
2017-01-01,0.0,5564.6,268741.13,0.0,57975.62,0.0,0.0,358706.818571429,1188.53,477291.93,546212.16,0.0,4453.57,0.0,0.0,118557.34,27089.0,0.0,51.93,1079339.3,0.0,2945171.92857143,2017
2017-02-01,0.0,3689.22,200718.22,0.0,57092.07,0.0,0.0,357497.970228571,964.14,453665.32,526888.94,0.0,248.63,0.0,0.0,70714.655,33909.0,0.0,49.11,1052536.01,0.0,2757973.28522857,2017
2017-03-01,0.0,8912.83,146747.21,0.0,59574.15,0.0,0.0,351791.925033333,1199.4,523943.6,592249.34,0.0,214.24,0.0,0.0,102621.014,52165.0,0.0,88.86,1216423.42,0.0,3055930.98903333,2017
2017-04-01,0.0,6841.66,173685.84,0.0,64589.03,0.0,0.0,360957.704523809,1023.25,500063.03,530345.96,0.0,129.95,0.0,0.0,198383.905,43273.0,0.0,36.8,1032813.29,0.0,2912143.41952381,2017
2017-05-01,0.0,8988.46,154619.14,0.0,59893.27,0.0,0.0,377492.160714286,976.19,516884.37,588861.62,0.0,259.57,0.0,0.0,212011.695,45402.0,0.0,50.28,1034806.24,0.0,3000244.99571429,2017
2017-06-01,0.0,12939.27,140581.12,0.0,65459.68,0.0,0.0,378328.463809524,952.38,478491.95,549378.05,0.0,116.01,0.0,0.0,184171.005,41171.92,0.0,61.51,897511.89,0.0,2749163.24880952,2017
2017-07-01,0.0,12151.22,119185.53,0.0,71848.17,0.0,0.0,369948.63747619,0.0,521730.41,607702.7,0.0,423.28,0.0,0.0,242807.96,45818.75,0.0,47.6,938887.64,0.0,2930551.89747619,2017
2017-08-01,0.0,18295.85,147847.74,0.0,71939.54,0.0,0.0,385834.284761905,1142.85,514086.57,604650.34,0.0,277.29,0.0,0.0,247198.615,62667.5,0.0,50.77,950188.14,0.0,3004179.4897619,2017
2017-09-01,0.0,20824.19,146741.02,0.0,50257.31,0.0,0.0,447373.592142857,964.29,492618.55,560892.67,0.0,332.46,0.0,0.0,184904.635,60278.5,0.0,47.21,894363.58,0.0,2859598.00714286,2017
2017-10-01,0.0,25225.22,135560.6,0.0,61015.54,0.0,0.0,393901.921428571,952.38,512762.32,583658.83,0.0,211.74,0.0,0.0,113926.535,89116.09,0.0,0.0,935986.17,0.0,2852317.34642857,2017
2017-11-01,0.0,38383.06,115709.19,0.0,61290.82,0.0,0.0,409332.858095238,1340.26,510631.29,563345.61,0.0,204.43,0.0,0.0,146069.01,41866.5,0.0,73.33,1038598.26,0.0,2926844.61809524,2017
2017-12-01,0.0,31978.3,129000.72,0.0,68044.92,0.0,0.0,404574.361904762,1126.19,574097.7,635423.76,0.0,108.69,0.0,0.0,177572.34,89124.29,0.0,28.88,1117711.45,0.0,3228791.60190476,2017
2018-01-01,0.0,24744.76,122349.08,0.0,68372.98,1105628.89,15763.64,421848.920476191,1142.24,528763.3,581802.98,0.0,770.4,0.0,0.0,173232.245,79652.0,0.0,57.2,0.0,0.0,3124128.63547619,2018
2018-02-01,0.0,21717.4,78815.78,0.0,54920.54,1072071.67,14687.22,379239.067142857,951.6,502041.67,545210.0,0.0,404.74,0.0,0.0,109496.87,73770.0,0.0,87.73,0.0,0.0,2853414.28714286,2018
2018-03-01,0.0,22287.44,158722.77,0.0,67891.4,1194136.18,15893.32,415125.896428572,1007.52,571052.13,618402.18,0.0,204.26,0.0,0.0,274273.3,49749.0,0.0,67.08,0.0,0.0,3388812.47642857,2018
2018-04-01,0.0,24880.3,149741.63,0.0,65835.66,1108452.97,14929.78,370434.605238095,1404.69,526979.67,565665.72,0.0,422.67,0.0,0.0,273396.67,88761.0,0.0,43.27,0.0,0.0,3190948.6352381,2018
2018-05-01,0.0,34587.38,188452.23,0.0,61285.5,1009750.145,7736.86,403094.744047619,723.79,544395.17,570129.66,0.0,671.9,0.0,0.0,175846.1,77485.0,0.0,36.49,0.0,0.0,3074194.96904762,2018
2018-06-01,0.0,40679.67,182142.23,0.0,67706.76,930065.0,7816.91,390070.171666667,561.38,518911.44,554431.5,0.0,383.47,0.0,0.0,159409.05,76489.0,0.0,88.11,0.0,0.0,2928754.69166667,2018
2018-07-01,0.0,54625.85,156567.44,0.0,67215.08,950343.54,8053.83,381128.075238095,380.95,541811.12,589775.97,0.0,366.65,0.0,0.0,102500.585,102153.5,0.0,52.01,0.0,0.0,2954974.6002381,2018
